source_system,shipment_id,booking_reference,external_identifiers,lifecycle,required_documents,cutoff_at,owner,source_updated_at,source_freshness
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-80053,ONEYSINF69411,"{""order_number"":""5RMY-80053""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-76170,ONEYSINF20742,"{""order_number"":""5RMY-76170"",""bl_number"":""SINF28703203""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5SUS-42361,50189616,"{""order_number"":""5SUS-42361"",""bl_number"":""HLCUSIN097592304""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-32194,SIN459779452,"{""order_number"":""5APH-32194"",""bl_number"":""SIN017226016""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-PSGSE0310303,PSGSE0310303,{},BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RAE-11991,MCLSINJEA2591077,"{""order_number"":""5RAE-11991"",""bl_number"":""MCLSIN5508428""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-29084,MCLSINJEA2526060,"{""order_number"":""5RSG-29084""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-070500256288,070500256288,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-56411,MSDUL0942562608,"{""order_number"":""5RSG-56411""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RCY-61284,PSGSE0289141,"{""order_number"":""5RCY-61284"",""bl_number"":""OOLU7494653984""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5SUS-61498,I750479303,"{""order_number"":""5SUS-61498"",""bl_number"":""YMJAI045319433""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-I133254110,I133254110,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-92845,31109193,"{""order_number"":""5RSG-92845"",""bl_number"":""HLCUSIN991507859""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RCY-86857,SIJ7317912,"{""order_number"":""5RCY-86857"",""bl_number"":""SIJ5304289""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5SUS-48121,SIJ3466925,"{""order_number"":""5SUS-48121"",""bl_number"":""SIJ0333736""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RUS-33738,PSGSE9078263,"{""order_number"":""5RUS-33738"",""bl_number"":""OOLU9284044566""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-02716,SIN994938743,"{""order_number"":""5APH-02716"",""bl_number"":""SIN163234672""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-09976838,09976838,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-33803,I508640355,"{""order_number"":""5ALT-33803"",""bl_number"":""YMJAI630397524""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-ONEYSINF14150,ONEYSINF14150,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-12871,PSGSE2564347,"{""order_number"":""5RMY-12871"",""bl_number"":""OOLU7833321160""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AAT-04098,SIJ1952569,"{""order_number"":""5AAT-04098"",""bl_number"":""SIJ4111593""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AKR-76492,SIJ9741926,"{""order_number"":""5AKR-76492"",""bl_number"":""SIJ1783099""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-43598,SIN671462831,"{""order_number"":""5RMY-43598"",""bl_number"":""SIN296184462""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RFR-11284,23401636,"{""order_number"":""5RFR-11284"",""bl_number"":""HLCUSIN186151554""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RCY-94053,24082226,"{""order_number"":""5RCY-94053"",""bl_number"":""HLCUSIN625889679""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-PSGSE9014870,PSGSE9014870,{},BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-17722560,17722560,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-43260,I239231260,"{""order_number"":""5RSG-43260"",""bl_number"":""YMJAI143637189""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RFR-39611,MCLSINJEA2589534,"{""order_number"":""5RFR-39611"",""bl_number"":""MCLSIN0825559""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AKR-84269,MCLSINJEA2559551,"{""order_number"":""5AKR-84269""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-62736,MSDUL0942535439,"{""order_number"":""5RMY-62736"",""bl_number"":""MEDUUD649837""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RVN-69036,ONEYSINF18623,"{""order_number"":""5RVN-69036"",""bl_number"":""SINF49843624""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-SIJ0342811,SIJ0342811,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AAT-33991,MCLSINJEA2559606,"{""order_number"":""5AAT-33991"",""bl_number"":""MCLSIN9857254""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-60567,SIN827235909,"{""order_number"":""5RMY-60567"",""bl_number"":""SIN597371470""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-36829,07279103,"{""order_number"":""5RSG-36829"",""bl_number"":""HLCUSIN272751648""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AAT-39551,PSGSE4591966,"{""order_number"":""5AAT-39551""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AAT-05053,ONEYSINF55251,"{""order_number"":""5AAT-05053"",""bl_number"":""SINF25625313""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-90647,PSGSE5561857,"{""order_number"":""5APH-90647"",""bl_number"":""OOLU8050171644""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-SIJ6326868,SIJ6326868,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AAT-96661,I094318143,"{""order_number"":""5AAT-96661"",""bl_number"":""YMJAI861031310""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RFR-24120,PSGSE7207650,"{""order_number"":""5RFR-24120"",""bl_number"":""OOLU9743251225""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AAT-75676,I661287585,"{""order_number"":""5AAT-75676"",""bl_number"":""YMJAI344149782""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RCY-01041,ONEYSINF60787,"{""order_number"":""5RCY-01041""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RAE-81331,SIN793110291,"{""order_number"":""5RAE-81331"",""bl_number"":""SIN287232440""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RCY-19754,SIN328837744,"{""order_number"":""5RCY-19754"",""bl_number"":""SIN979162022""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-78360,PSGSE7070705,"{""order_number"":""5RSG-78360"",""bl_number"":""OOLU4901495427""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-98645,070500250988,"{""order_number"":""5RSG-98645"",""bl_number"":""EGLV765728941347""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RCY-83061,27274231,"{""order_number"":""5RCY-83061"",""bl_number"":""HLCUSIN032963347""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RAE-63425,SIN108358328,"{""order_number"":""5RAE-63425"",""bl_number"":""SIN980061558""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RFR-72781,MCLSINJEA2590797,"{""order_number"":""5RFR-72781"",""bl_number"":""MCLSIN4760440""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RFR-60138,SIJ5295806,"{""order_number"":""5RFR-60138""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RUS-90203,070500212125,"{""order_number"":""5RUS-90203"",""bl_number"":""EGLV485157919711""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-MCLSINJEA2543740,MCLSINJEA2543740,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-25762,PSGSE9225014,"{""order_number"":""5RMY-25762""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-63767,MSDUL0942525178,"{""order_number"":""5APH-63767"",""bl_number"":""MEDUUD328507""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-070500209961,070500209961,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RAE-26460,PSGSE5727738,"{""order_number"":""5RAE-26460"",""bl_number"":""OOLU9586780555""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-070500290458,070500290458,{},BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RVN-93974,MSDUL0942517318,"{""order_number"":""5RVN-93974"",""bl_number"":""MEDUUD513717""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-99601,ONEYSINF06734,"{""order_number"":""5ALT-99601"",""bl_number"":""SINF11325797""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RUS-74951,070500260858,"{""order_number"":""5RUS-74951"",""bl_number"":""EGLV166670808509""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5SUS-75396,ONEYSINF65097,"{""order_number"":""5SUS-75396"",""bl_number"":""SINF03202032""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-11842,070500282137,"{""order_number"":""5RMY-11842"",""bl_number"":""EGLV578715841560""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5SUS-83825,MCLSINJEA2588085,"{""order_number"":""5SUS-83825""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AAT-06227,070500243991,"{""order_number"":""5AAT-06227"",""bl_number"":""EGLV686775240148""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RCY-35837,070500278519,"{""order_number"":""5RCY-35837"",""bl_number"":""EGLV585125389218""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AAT-90805,MCLSINJEA2571840,"{""order_number"":""5AAT-90805"",""bl_number"":""MCLSIN4633515""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5SUS-73605,SIJ8153523,"{""order_number"":""5SUS-73605"",""bl_number"":""SIJ9578671""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-58068,MCLSINJEA2500463,"{""order_number"":""5RSG-58068"",""bl_number"":""MCLSIN9982508""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RVN-02293,03526356,"{""order_number"":""5RVN-02293"",""bl_number"":""HLCUSIN399006314""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5SUS-36957,MCLSINJEA2506211,"{""order_number"":""5SUS-36957"",""bl_number"":""MCLSIN8077113""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RAE-81079,SIN090691309,"{""order_number"":""5RAE-81079"",""bl_number"":""SIN255021306""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-22618,SIN775244182,"{""order_number"":""5RMY-22618"",""bl_number"":""SIN323415959""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-34476,I384807520,"{""order_number"":""5ALT-34476"",""bl_number"":""YMJAI970996254""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-33797,070500259399,"{""order_number"":""5RMY-33797"",""bl_number"":""EGLV353574859532""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-I733055978,I733055978,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-ONEYSINF47068,ONEYSINF47068,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-80403,PSGSE5703943,"{""order_number"":""5ALT-80403"",""bl_number"":""OOLU0613394394""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-MCLSINJEA2572011,MCLSINJEA2572011,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5AAT-65619,65754278,"{""order_number"":""5AAT-65619"",""bl_number"":""HLCUSIN588255629""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-81904,MCLSINJEA2561880,"{""order_number"":""5APH-81904"",""bl_number"":""MCLSIN8292361""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-38130,070500214364,"{""order_number"":""5APH-38130"",""bl_number"":""EGLV561372308172""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-74204,SIN680491872,"{""order_number"":""5APH-74204"",""bl_number"":""SIN087182749""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RSG-78584,SIJ1021923,"{""order_number"":""5RSG-78584"",""bl_number"":""SIJ4576832""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-070500242537,070500242537,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5APH-20546,MSDUL0942506181,"{""order_number"":""5APH-20546"",""bl_number"":""MEDUUD847169""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RMY-34778,SIJ4168601,"{""order_number"":""5RMY-34778"",""bl_number"":""SIJ7852491""}",DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5RCY-72696,PSGSE7331167,"{""order_number"":""5RCY-72696"",""bl_number"":""OOLU3410346996""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-SIJ8472426,SIJ8472426,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-45057,MCLSINJEA2519666,"{""order_number"":""5ALT-45057"",""bl_number"":""MCLSIN2031954""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-5ALT-43925,77693663,"{""order_number"":""5ALT-43925"",""bl_number"":""HLCUSIN267055143""}",BL_CHECK_REQUIRED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
SYNTHETIC_HACKATHON_FIXTURE,SHP-MSDUL0942581793,MSDUL0942581793,{},DRAFT_BL_EXPECTED,"[""SI"",""DRAFT_BL""]",2026-09-20T00:00:00Z,docs-desk,2026-09-19T00:00:00Z,CURRENT
